,writer,book,birth,min_bookDate
73,http://dbpedia.org/resource/David_Levien,http://dbpedia.org/resource/City_of_the_Sun_(Levien_novel),1967,2008
74,http://dbpedia.org/resource/David_McCullough,http://dbpedia.org/resource/Mornings_on_Horseback;http://dbpedia.org/resource/The_Path_Between_the_Seas;http://dbpedia.org/resource/The_Wright_Brothers_(book),1933,1977
75,http://dbpedia.org/resource/David_Sedaris,http://dbpedia.org/resource/Barrel_Fever;http://dbpedia.org/resource/Holidays_on_Ice;http://dbpedia.org/resource/Naked_(book),1956,1994
76,http://dbpedia.org/resource/Dennis_Lehane,http://dbpedia.org/resource/A_Drink_Before_the_War;http://dbpedia.org/resource/Prayers_for_Rain;http://dbpedia.org/resource/Coronado:_Stories;http://dbpedia.org/resource/Moonlight_Mile_(novel);http://dbpedia.org/resource/Mystic_River_(novel),1965,1994
77,http://dbpedia.org/resource/Don_Winslow,http://dbpedia.org/resource/The_Power_of_the_Dog;http://dbpedia.org/resource/Satori_(Winslow_novel),1953,2005
78,http://dbpedia.org/resource/Doreen_Cronin,"http://dbpedia.org/resource/Dooby_Dooby_Moo;http://dbpedia.org/resource/Duck_for_President;http://dbpedia.org/resource/Click,_Clack,_Moo",1966,2000
79,http://dbpedia.org/resource/Douglas_Preston,http://dbpedia.org/resource/Relic_(novel);http://dbpedia.org/resource/Reliquary_(novel),1956,1995
80,http://dbpedia.org/resource/John_W._Campbell,http://dbpedia.org/resource/From_Unknown_Worlds;http://dbpedia.org/resource/Who_Goes_There%3F_and_Other_Stories,1910,1948
81,http://dbpedia.org/resource/Robert_Antoni,http://dbpedia.org/resource/Blessed_Is_the_Fruit;http://dbpedia.org/resource/Divina_Trace,1951,1991
82,http://dbpedia.org/resource/Tucker_Max,http://dbpedia.org/resource/I_Hope_They_Serve_Beer_in_Hell,1975,2006
83,http://dbpedia.org/resource/Robert_Westall,http://dbpedia.org/resource/Fathom_Five_(novel),1929,1990
84,http://dbpedia.org/resource/Mary_Stewart_(novelist),http://dbpedia.org/resource/The_Crystal_Cave;http://dbpedia.org/resource/The_Hollow_Hills;http://dbpedia.org/resource/The_Last_Enchantment;http://dbpedia.org/resource/The_Prince_and_the_Pilgrim;http://dbpedia.org/resource/The_Wicked_Day;http://dbpedia.org/resource/Thornyhold;http://dbpedia.org/resource/Touch_Not_the_Cat,1916,1970
85,http://dbpedia.org/resource/E._M._Forster,http://dbpedia.org/resource/A_Room_with_a_View;http://dbpedia.org/resource/Howards_End;http://dbpedia.org/resource/The_Celestial_Omnibus;http://dbpedia.org/resource/The_Eternal_Moment;http://dbpedia.org/resource/Where_Angels_Fear_to_Tread;http://dbpedia.org/resource/The_Longest_Journey_(novel),1879,1905
86,http://dbpedia.org/resource/Elizabeth_Gilbert,http://dbpedia.org/resource/Pilgrims_(short_story_collection),1969,1997
87,http://dbpedia.org/resource/Emily_M._Danforth,http://dbpedia.org/resource/The_Miseducation_of_Cameron_Post,1980,2012
88,http://dbpedia.org/resource/Farley_Mowat,http://dbpedia.org/resource/Never_Cry_Wolf,1921,1963
89,http://dbpedia.org/resource/Jeff_Shaara,http://dbpedia.org/resource/Rise_to_Rebellion,1952,2001
90,http://dbpedia.org/resource/Francine_Pascal,http://dbpedia.org/resource/The_Ruling_Class_(novel),1938,2004
91,http://dbpedia.org/resource/Frank_Herbert,http://dbpedia.org/resource/Direct_Descent;http://dbpedia.org/resource/Man_of_Two_Worlds;http://dbpedia.org/resource/The_Best_of_Frank_Herbert;http://dbpedia.org/resource/The_Book_of_Frank_Herbert;http://dbpedia.org/resource/The_Collected_Stories_of_Frank_Herbert;http://dbpedia.org/resource/The_Dragon_in_the_Sea;http://dbpedia.org/resource/The_Eyes_of_Heisenberg;http://dbpedia.org/resource/The_Green_Brain;http://dbpedia.org/resource/The_Heaven_Makers;http://dbpedia.org/resource/The_Priests_of_Psi;http://dbpedia.org/resource/The_Santaroga_Barrier;http://dbpedia.org/resource/The_Worlds_of_Frank_Herbert;http://dbpedia.org/resource/Hellstrom's_Hive,1920,1956
92,http://dbpedia.org/resource/Frederick_Buechner,http://dbpedia.org/resource/Godric_(novel),1926,1980
93,http://dbpedia.org/resource/George_R._R._Martin,http://dbpedia.org/resource/Dying_of_the_Light;http://dbpedia.org/resource/Fevre_Dream;http://dbpedia.org/resource/Hunter's_Run,1948,1977
94,http://dbpedia.org/resource/William_Peter_Blatty,http://dbpedia.org/resource/Dimiter;http://dbpedia.org/resource/Crazy_(novel);http://dbpedia.org/resource/Elsewhere_(Blatty_novel);http://dbpedia.org/resource/Legion_(Blatty_novel);http://dbpedia.org/resource/The_Exorcist_(novel),1928,1971
95,http://dbpedia.org/resource/Gish_Jen,http://dbpedia.org/resource/World_and_Town,1955,2010
96,http://dbpedia.org/resource/Gordon_Korman,"http://dbpedia.org/resource/A_Semester_in_the_Life_of_a_Garbage_Bag;http://dbpedia.org/resource/I_Want_to_Go_Home;http://dbpedia.org/resource/Macdonald_Hall_Goes_Hollywood;http://dbpedia.org/resource/Son_of_Interflux;http://dbpedia.org/resource/The_Twinkie_Squad;http://dbpedia.org/resource/The_War_with_Mr._Wizzle;http://dbpedia.org/resource/Zoobreak;http://dbpedia.org/resource/Don't_Care_High;http://dbpedia.org/resource/Hideout_(novel);http://dbpedia.org/resource/Jackpot_(Korman_novel);http://dbpedia.org/resource/No_Coins,_Please;http://dbpedia.org/resource/Schooled_(novel);http://dbpedia.org/resource/Swindle_(novel);http://dbpedia.org/resource/This_Can't_Be_Happening_at_Macdonald_Hall",1963,1984
97,http://dbpedia.org/resource/Laurie_R._King,http://dbpedia.org/resource/A_Monstrous_Regiment_of_Women;http://dbpedia.org/resource/Garment_of_Shadows;http://dbpedia.org/resource/Justice_Hall;http://dbpedia.org/resource/The_God_of_the_Hive;http://dbpedia.org/resource/To_Play_the_Fool;http://dbpedia.org/resource/With_Child;http://dbpedia.org/resource/Pirate_King_(novel);http://dbpedia.org/resource/The_Beekeeper's_Apprentice;http://dbpedia.org/resource/The_Moor_(novel),1952,1994
98,http://dbpedia.org/resource/Guy_Vanderhaeghe,http://dbpedia.org/resource/Man_Descending,1951,1982
99,http://dbpedia.org/resource/Jonathan_Alter,"http://dbpedia.org/resource/The_Promise:_President_Obama,_Year_One",1957,2010
100,http://dbpedia.org/resource/Margaret_Atwood,http://dbpedia.org/resource/Alias_Grace;http://dbpedia.org/resource/Lady_Oracle;http://dbpedia.org/resource/MaddAddam;http://dbpedia.org/resource/Stone_Mattress;http://dbpedia.org/resource/The_Edible_Woman;http://dbpedia.org/resource/The_Robber_Bride;http://dbpedia.org/resource/The_Year_of_the_Flood;http://dbpedia.org/resource/Cat's_Eye_(novel),1939,1969
101,http://dbpedia.org/resource/Roger_Angell,http://dbpedia.org/resource/Season_Ticket:_A_Baseball_Companion,1920,1988
102,http://dbpedia.org/resource/Tracy_Kidder,http://dbpedia.org/resource/Mountains_Beyond_Mountains,1945,2003
103,http://dbpedia.org/resource/William_S._Burroughs,http://dbpedia.org/resource/Port_of_Saints;http://dbpedia.org/resource/The_Last_Words_of_Dutch_Schultz;http://dbpedia.org/resource/The_Place_of_Dead_Roads;http://dbpedia.org/resource/The_Western_Lands;http://dbpedia.org/resource/The_Yage_Letters;http://dbpedia.org/resource/Exterminator!;http://dbpedia.org/resource/Interzone_(book);http://dbpedia.org/resource/Junkie_(novel);http://dbpedia.org/resource/My_Education:_A_Book_of_Dreams;http://dbpedia.org/resource/The_Wild_Boys_(novel),1914,1953
104,http://dbpedia.org/resource/Nicholson_Baker,http://dbpedia.org/resource/Human_Smoke;http://dbpedia.org/resource/The_Way_the_World_Works;http://dbpedia.org/resource/Room_Temperature_(novel),1957,1990
105,http://dbpedia.org/resource/Homer_Hickam,http://dbpedia.org/resource/Back_to_the_Moon,1943,1999
106,http://dbpedia.org/resource/Howard_V._Hendrix,http://dbpedia.org/resource/The_Labyrinth_Key,1959,2004
107,http://dbpedia.org/resource/Robert_Coover,http://dbpedia.org/resource/Gerald's_Party,1932,1986
108,http://dbpedia.org/resource/Laurell_K._Hamilton,http://dbpedia.org/resource/Blood_Noir;http://dbpedia.org/resource/Cerulean_Sins;http://dbpedia.org/resource/Circus_of_the_Damned;http://dbpedia.org/resource/Incubus_Dreams;http://dbpedia.org/resource/Narcissus_in_Chains;http://dbpedia.org/resource/Obsidian_Butterfly;http://dbpedia.org/resource/The_Killing_Dance;http://dbpedia.org/resource/The_Lunatic_Cafe;http://dbpedia.org/resource/Bloody_Bones_(novel);http://dbpedia.org/resource/Blue_Moon_(Hamilton_novel);http://dbpedia.org/resource/Burnt_Offerings_(novel);http://dbpedia.org/resource/Guilty_Pleasures_(novel);http://dbpedia.org/resource/Micah_(novel);http://dbpedia.org/resource/The_Harlequin_(novel),1963,1993
109,http://dbpedia.org/resource/J._G._Ballard,http://dbpedia.org/resource/Chronopolis_and_Other_Stories;http://dbpedia.org/resource/Concrete_Island;http://dbpedia.org/resource/Extreme_Metaphors;http://dbpedia.org/resource/Miracles_of_Life;http://dbpedia.org/resource/Myths_of_the_Near_Future;http://dbpedia.org/resource/Passport_to_Eternity;http://dbpedia.org/resource/Rushing_to_Paradise;http://dbpedia.org/resource/The_4-Dimensional_Nightmare;http://dbpedia.org/resource/The_Atrocity_Exhibition;http://dbpedia.org/resource/The_Crystal_World;http://dbpedia.org/resource/The_Day_of_Creation;http://dbpedia.org/resource/The_Day_of_Forever;http://dbpedia.org/resource/The_Disaster_Area;http://dbpedia.org/resource/The_Drowned_World;http://dbpedia.org/resource/The_Impossible_Man;http://dbpedia.org/resource/The_Kindness_of_Women;http://dbpedia.org/resource/The_Overloaded_Man;http://dbpedia.org/resource/The_Terminal_Beach;http://dbpedia.org/resource/The_Unlimited_Dream_Company;http://dbpedia.org/resource/High-Rise_(novel);http://dbpedia.org/resource/Kingdom_Come_(Ballard_novel);http://dbpedia.org/resource/Running_Wild_(novella);http://dbpedia.org/resource/The_Burning_World_(novel),1930,1962
110,http://dbpedia.org/resource/Jack_Higgins,http://dbpedia.org/resource/The_Eagle_Has_Flown,1929,1991
111,http://dbpedia.org/resource/Jacqueline_Carey,http://dbpedia.org/resource/Kushiel's_Chosen;http://dbpedia.org/resource/Kushiel's_Dart,1964,2001
112,http://dbpedia.org/resource/James_A._Michener,http://dbpedia.org/resource/The_Covenant_(novel),1907,1980
113,http://dbpedia.org/resource/James_Patterson,http://dbpedia.org/resource/Along_Came_a_Spider;http://dbpedia.org/resource/1st_to_Die;http://dbpedia.org/resource/Roses_Are_Red_(novel);http://dbpedia.org/resource/The_Lake_House_(novel);http://dbpedia.org/resource/Thriller_(book),1947,1993
114,http://dbpedia.org/resource/Jane_Thayer,http://dbpedia.org/resource/The_Blueberry_Pie_Elf,1904,1961
115,http://dbpedia.org/resource/Jean_Fritz,http://dbpedia.org/resource/The_Cabin_Faced_West,1915,1958
116,http://dbpedia.org/resource/Jennifer_Egan,http://dbpedia.org/resource/The_Keep_(Egan_novel),1962,2006
117,http://dbpedia.org/resource/Jennifer_Roberson,http://dbpedia.org/resource/Lady_of_Sherwood;http://dbpedia.org/resource/Lady_of_the_Forest;http://dbpedia.org/resource/Lady_of_the_Glen;http://dbpedia.org/resource/The_Golden_Key_(novel),1953,1992
118,http://dbpedia.org/resource/Joe_Clifford_Faust,http://dbpedia.org/resource/A_Death_of_Honor;http://dbpedia.org/resource/Angel's_Luck,1957,1987
119,http://dbpedia.org/resource/John_Grisham,http://dbpedia.org/resource/Skipping_Christmas;http://dbpedia.org/resource/The_Partner;http://dbpedia.org/resource/The_Pelican_Brief;http://dbpedia.org/resource/The_Runaway_Jury;http://dbpedia.org/resource/The_Street_Lawyer;http://dbpedia.org/resource/A_Time_to_Kill_(Grisham_novel);http://dbpedia.org/resource/The_Brethren_(novel);http://dbpedia.org/resource/The_Chamber_(novel);http://dbpedia.org/resource/The_Confession_(novel);http://dbpedia.org/resource/The_Rainmaker_(novel);http://dbpedia.org/resource/Theodore_Boone:_Kid_Lawyer,1955,1989
120,http://dbpedia.org/resource/John_Jantsch,http://dbpedia.org/resource/The_Commitment_Engine,1960,2006
121,http://dbpedia.org/resource/Jon_Ronson,http://dbpedia.org/resource/The_Men_Who_Stare_at_Goats;http://dbpedia.org/resource/Them:_Adventures_with_Extremists,1967,2001
122,http://dbpedia.org/resource/Jonathan_Maberry,http://dbpedia.org/resource/Rot_&_Ruin,1958,2010
123,http://dbpedia.org/resource/Joseph_Ellis,http://dbpedia.org/resource/American_Creation;http://dbpedia.org/resource/American_Sphinx;http://dbpedia.org/resource/Founding_Brothers;http://dbpedia.org/resource/His_Excellency:_George_Washington,1943,1996
124,http://dbpedia.org/resource/Judith_Guest,http://dbpedia.org/resource/Ordinary_People_(novel),1936,1976
125,http://dbpedia.org/resource/Karen_Cushman,"http://dbpedia.org/resource/Catherine,_Called_Birdy;http://dbpedia.org/resource/The_Midwife's_Apprentice",1941,1991
126,http://dbpedia.org/resource/Kate_Atkinson,http://dbpedia.org/resource/Emotionally_Weird;http://dbpedia.org/resource/Not_the_End_of_the_World_(short_story_collection),1951,2000
127,http://dbpedia.org/resource/Kazuo_Ishiguro,http://dbpedia.org/resource/A_Pale_View_of_Hills;http://dbpedia.org/resource/An_Artist_of_the_Floating_World;http://dbpedia.org/resource/The_Remains_of_the_Day;http://dbpedia.org/resource/The_Unconsoled;http://dbpedia.org/resource/When_We_Were_Orphans;http://dbpedia.org/resource/Never_Let_Me_Go_(novel),1954,1982
128,http://dbpedia.org/resource/John_Green_(author),http://dbpedia.org/resource/Looking_for_Alaska,1977,2005
129,http://dbpedia.org/resource/Sakyo_Komatsu,http://dbpedia.org/resource/Japan_Sinks,1931,1973
130,http://dbpedia.org/resource/Paul_Magrs,http://dbpedia.org/resource/Mad_Dogs_and_Englishmen_(Doctor_Who);http://dbpedia.org/resource/To_the_Devil_—_a_Diva!;http://dbpedia.org/resource/Verdigris_(novel),1969,2000
131,http://dbpedia.org/resource/Laurence_Yep,http://dbpedia.org/resource/Dragon_Cauldron;http://dbpedia.org/resource/Dragon_Steel;http://dbpedia.org/resource/Dragon_War;http://dbpedia.org/resource/Dragon_of_the_Lost_Sea;http://dbpedia.org/resource/Dragon_(fantasy_series),1948,1982
132,http://dbpedia.org/resource/Lee_Carlson,http://dbpedia.org/resource/Passage_to_Nirvana,1958,2010
133,http://dbpedia.org/resource/Maajid_Nawaz,http://dbpedia.org/resource/Islam_and_the_Future_of_Tolerance,1978,2015
134,http://dbpedia.org/resource/Louis_Sachar,http://dbpedia.org/resource/More_Sideways_Arithmetic_from_Wayside_School;http://dbpedia.org/resource/Sideways_Arithmetic_from_Wayside_School;http://dbpedia.org/resource/Sixth_Grade_Secrets;http://dbpedia.org/resource/Someday_Angeline;http://dbpedia.org/resource/The_Boy_Who_Lost_His_Face;http://dbpedia.org/resource/Johnny's_in_the_Basement;http://dbpedia.org/resource/There's_a_Boy_in_the_Girls'_Bathroom,1954,1981
135,http://dbpedia.org/resource/Loung_Ung,http://dbpedia.org/resource/First_They_Killed_My_Father,1970,2000
136,http://dbpedia.org/resource/Margaret_Laurence,http://dbpedia.org/resource/The_Diviners,1926,1974
137,http://dbpedia.org/resource/Nelson_S._Bond,http://dbpedia.org/resource/Exiles_of_Time;http://dbpedia.org/resource/Nightmares_and_Daydreams;http://dbpedia.org/resource/Other_Worlds_Than_Ours;http://dbpedia.org/resource/The_Far_Side_of_Nowhere;http://dbpedia.org/resource/The_Thirty-First_of_February,1908,1949
138,http://dbpedia.org/resource/Martin_Cruz_Smith,http://dbpedia.org/resource/Canto_for_a_Gypsy;http://dbpedia.org/resource/Gorky_Park_(novel);http://dbpedia.org/resource/Havana_Bay_(novel);http://dbpedia.org/resource/Red_Square_(novel),1942,1972
139,http://dbpedia.org/resource/Martin_Gardner,http://dbpedia.org/resource/The_Ambidextrous_Universe,1914,1964
140,http://dbpedia.org/resource/Mary_Doria_Russell,http://dbpedia.org/resource/The_Sparrow_(novel),1950,1996
141,http://dbpedia.org/resource/Matt_de_la_Peña,http://dbpedia.org/resource/Last_Stop_on_Market_Street,1951,2015
142,http://dbpedia.org/resource/Neal_Bascomb,http://dbpedia.org/resource/The_Perfect_Mile;http://dbpedia.org/resource/The_New_Cool_(book),1971,2004
143,http://dbpedia.org/resource/Jeff_Lindsay_(writer),http://dbpedia.org/resource/Dexter_Is_Delicious;http://dbpedia.org/resource/Dexter_by_Design;http://dbpedia.org/resource/Dexter_is_Dead;http://dbpedia.org/resource/Double_Dexter,1952,2009
144,http://dbpedia.org/resource/Nancy_McKenzie,http://dbpedia.org/resource/Queen_of_Camelot,1948,2002
145,http://dbpedia.org/resource/N._Scott_Momaday,http://dbpedia.org/resource/The_Way_to_Rainy_Mountain,1934,1969
146,http://dbpedia.org/resource/Nalo_Hopkinson,http://dbpedia.org/resource/Midnight_Robber;http://dbpedia.org/resource/So_Long_Been_Dreaming;http://dbpedia.org/resource/Brown_Girl_in_the_Ring_(novel);http://dbpedia.org/resource/Mojo:_Conjure_Stories,1960,1998
147,http://dbpedia.org/resource/Naomi_Klein,http://dbpedia.org/resource/No_Logo;http://dbpedia.org/resource/The_Shock_Doctrine,1970,1999
148,http://dbpedia.org/resource/Robert_Sobel,http://dbpedia.org/resource/For_Want_of_a_Nail_(novel);http://dbpedia.org/resource/ITT:_The_Management_of_Opportunity,1931,1973
149,http://dbpedia.org/resource/Nicholas_Sparks,http://dbpedia.org/resource/Safe_Haven_(novel);http://dbpedia.org/resource/See_Me_(novel),1965,2011
150,http://dbpedia.org/resource/Perry_Moore,http://dbpedia.org/resource/Hero_(novel),1971,2007
151,http://dbpedia.org/resource/Norton_Juster,"http://dbpedia.org/resource/The_Phantom_Tollbooth;http://dbpedia.org/resource/The_Hello,_Goodbye_Window",1929,1961
152,http://dbpedia.org/resource/Steve_Coll,http://dbpedia.org/resource/The_Bin_Ladens:_An_Arabian_Family_in_the_American_Century,1958,2008
153,http://dbpedia.org/resource/Michael_Buckley_(author),http://dbpedia.org/resource/The_Everafter_War;http://dbpedia.org/resource/The_Problem_Child,1969,2006
154,http://dbpedia.org/resource/Pat_Cadigan,http://dbpedia.org/resource/Tea_from_an_Empty_Cup,1953,1998
155,http://dbpedia.org/resource/Patricia_A._McKillip,http://dbpedia.org/resource/Alphabet_of_Thorn;http://dbpedia.org/resource/Harpist_in_the_Wind;http://dbpedia.org/resource/Heir_of_Sea_and_Fire;http://dbpedia.org/resource/The_Riddle-Master_of_Hed,1948,1976
156,http://dbpedia.org/resource/Patricia_MacLachlan,"http://dbpedia.org/resource/Sarah,_Plain_and_Tall",1938,1985
157,http://dbpedia.org/resource/Walter_Lord,http://dbpedia.org/resource/A_Night_to_Remember_(book),1917,1955
158,http://dbpedia.org/resource/Rajiv_Chandrasekaran,http://dbpedia.org/resource/Imperial_Life_in_the_Emerald_City,1973,2006
159,http://dbpedia.org/resource/Randy_Shilts,http://dbpedia.org/resource/And_the_Band_Played_On,1951,1987
160,http://dbpedia.org/resource/Richard_Matheson,http://dbpedia.org/resource/The_Shrinking_Man;http://dbpedia.org/resource/What_Dreams_May_Come;http://dbpedia.org/resource/Born_of_Man_and_Woman_(short_story_collection);http://dbpedia.org/resource/Earthbound_(novel);http://dbpedia.org/resource/Hell_House_(novel),1926,1954
161,http://dbpedia.org/resource/Robert_J._Sawyer,http://dbpedia.org/resource/Far-Seer;http://dbpedia.org/resource/Fossil_Hunter;http://dbpedia.org/resource/The_Terminal_Experiment;http://dbpedia.org/resource/Flashforward_(novel);http://dbpedia.org/resource/Foreigner_(Sawyer_novel);http://dbpedia.org/resource/Illegal_Alien_(Sawyer_novel);http://dbpedia.org/resource/Triggers_(novel),1960,1992
162,http://dbpedia.org/resource/Robert_Penn_Warren,http://dbpedia.org/resource/All_the_King's_Men,1905,1946
163,http://dbpedia.org/resource/Robertson_Davies,http://dbpedia.org/resource/Fifth_Business;http://dbpedia.org/resource/The_Cunning_Man;http://dbpedia.org/resource/The_Rebel_Angels,1913,1970
164,http://dbpedia.org/resource/Ross_Macdonald,http://dbpedia.org/resource/The_Moving_Target;http://dbpedia.org/resource/Sleeping_Beauty_(Macdonald_novel),1915,1949
165,http://dbpedia.org/resource/S._G._Browne,http://dbpedia.org/resource/Breathers:_A_Zombie's_Lament,1965,2009
166,http://dbpedia.org/resource/Sam_Harris,http://dbpedia.org/resource/Islam_and_the_Future_of_Tolerance,1967,2015
167,http://dbpedia.org/resource/Sid_Fleischman,http://dbpedia.org/resource/The_Whipping_Boy,1920,1986
168,http://dbpedia.org/resource/Simon_R._Green,http://dbpedia.org/resource/Deathstalker_(novel),1955,1995
169,http://dbpedia.org/resource/Sita_Ram_Goel,http://dbpedia.org/resource/The_Story_of_Islamic_Imperialism_in_India,1921,1982
170,http://dbpedia.org/resource/Madeleine_L'Engle,http://dbpedia.org/resource/A_Live_Coal_in_the_Sea;http://dbpedia.org/resource/A_Ring_of_Endless_Light;http://dbpedia.org/resource/A_Severed_Wasp;http://dbpedia.org/resource/Meet_the_Austins;http://dbpedia.org/resource/The_Moon_by_Night;http://dbpedia.org/resource/The_Small_Rain;http://dbpedia.org/resource/The_Young_Unicorns,1918,1945
171,http://dbpedia.org/resource/Vikram_Seth,http://dbpedia.org/resource/The_Humble_Administrator's_Garden,1952,1985
172,http://dbpedia.org/resource/Stanley_Middleton,http://dbpedia.org/resource/Holiday_(novel),1919,1974
173,http://dbpedia.org/resource/T._C._Boyle,http://dbpedia.org/resource/The_Tortilla_Curtain;http://dbpedia.org/resource/Water_Music_(novel),1948,1982
174,http://dbpedia.org/resource/Steven_Saylor,http://dbpedia.org/resource/A_Mist_of_Prophecies;http://dbpedia.org/resource/A_Murder_on_the_Appian_Way;http://dbpedia.org/resource/Arms_of_Nemesis;http://dbpedia.org/resource/Last_Seen_in_Massilia;http://dbpedia.org/resource/Raiders_of_the_Nile;http://dbpedia.org/resource/Roman_Blood;http://dbpedia.org/resource/The_House_of_the_Vestals;http://dbpedia.org/resource/The_Judgment_of_Caesar;http://dbpedia.org/resource/The_Triumph_of_Caesar;http://dbpedia.org/resource/The_Venus_Throw;http://dbpedia.org/resource/Wrath_of_the_Furies;http://dbpedia.org/resource/Catilina's_Riddle;http://dbpedia.org/resource/Empire_(Saylor_novel);http://dbpedia.org/resource/Rubicon_(Saylor_novel);http://dbpedia.org/resource/The_Seven_Wonders_(Saylor_novel),1956,1991
175,http://dbpedia.org/resource/Susan_Hill,http://dbpedia.org/resource/A_Change_for_the_Better;http://dbpedia.org/resource/Air_and_Angels;http://dbpedia.org/resource/In_the_Springtime_of_the_Year;http://dbpedia.org/resource/Mrs_de_Winter;http://dbpedia.org/resource/The_Albatross;http://dbpedia.org/resource/The_Boy_Who_Taught_the_Beekeeper_to_Read;http://dbpedia.org/resource/The_Enclosure;http://dbpedia.org/resource/The_Man_in_the_Picture;http://dbpedia.org/resource/The_Mist_in_the_Mirror;http://dbpedia.org/resource/The_Service_of_Clouds;http://dbpedia.org/resource/The_Small_Hand;http://dbpedia.org/resource/The_Various_Haunts_of_Men;http://dbpedia.org/resource/Black_Sheep_(Hill_novel);http://dbpedia.org/resource/I'm_the_King_of_the_Castle;http://dbpedia.org/resource/Strange_Meeting_(novel);http://dbpedia.org/resource/The_Beacon_(novel),1942,1961
176,http://dbpedia.org/resource/Timothy_Brook,http://dbpedia.org/resource/Praying_for_Power,1951,1994
177,http://dbpedia.org/resource/Adam_Roberts_(British_writer),http://dbpedia.org/resource/Land_of_the_Headless;http://dbpedia.org/resource/The_Soddit;http://dbpedia.org/resource/On_(novel);http://dbpedia.org/resource/Splinter_(novel);http://dbpedia.org/resource/Stone_(novel);http://dbpedia.org/resource/The_Snow_(novel),1965,2001
178,http://dbpedia.org/resource/Peter_Watts_(author),http://dbpedia.org/resource/Echopraxia_(novel),1958,2014
179,http://dbpedia.org/resource/Peter_Robinson_(novelist),http://dbpedia.org/resource/Caedmon's_Song,1950,1990
180,http://dbpedia.org/resource/William_Least_Heat-Moon,http://dbpedia.org/resource/Blue_Highways,1939,1982
181,http://dbpedia.org/resource/Walter_Jon_Williams,http://dbpedia.org/resource/Aristoi_(novel);http://dbpedia.org/resource/City_on_Fire_(Williams_novel);http://dbpedia.org/resource/Knight_Moves_(novel);http://dbpedia.org/resource/Metropolitan_(novel),1953,1985
182,http://dbpedia.org/resource/Daniel_Abraham_(author),http://dbpedia.org/resource/Hunter's_Run,1969,2007
183,http://dbpedia.org/resource/John_Peel_(writer),http://dbpedia.org/resource/Star_Wars_Journal:_The_Fight_for_Justice;http://dbpedia.org/resource/The_Gallifrey_Chronicles_(1991_book);http://dbpedia.org/resource/Timewyrm:_Genesys,1954,1991
184,http://dbpedia.org/resource/William_Brinkley,http://dbpedia.org/resource/Don't_Go_Near_the_Water_(novel);http://dbpedia.org/resource/The_Last_Ship_(novel),1917,1956
